‰„«œ;‰«„; ⁄œ«œ;ÕÃ„;«—“‘;œ?—Ê“;«Ê·?‰;¬Œ—?‰ „⁄«„·Â - „ﬁœ«—;¬Œ—?‰ „⁄«„·Â -  €??—;¬Œ—?‰ „⁄«„·Â - œ—’œ;ﬁ?„  Å«?«‰? - „ﬁœ«—;ﬁ?„  Å«?«‰? -  €??—;ﬁ?„  Å«?«‰? - œ—’œ;ò„ —?‰;»?‘ —?‰;EPS;P/E;Œ—?œ -  ⁄œ«œ;Œ—?œ - ÕÃ„;Œ—?œ - ﬁ?„ ;›—Ê‘ - ﬁ?„ ;›—Ê‘ - ÕÃ„;›—Ê‘ -  ⁄œ«œ
À«„«‰;”«„«‰ù ê” —«’›Â«‰ù;1003;2955514;71492700280;23040;24190;24190;1,150.00;4.99;24190;1,150.00;4.99;24100;24190;370;65.38;74;332503;24190;24190;2699;2
›Êﬂ«;›Ê·«œ ﬂ«ÊÌ«‰;368;5154530;1.03178E+11;19625;20017;20017;392.00;2.00;20017;392.00;2.00;20017;20017;-331;-60.47;382;7217544;20017;20017;2742;3
êﬂÊÀ—;Â · Å«—”Ì«‰ ﬂÊÀ— «’›Â«‰;1200;375367;79943786825;202834;212975;212975;10,141.00;5.00;212975;10,141.00;5.00;212975;212975;171;1245.47;953;456684;212975;212975;514;5
¬”«”;’‰œÊﬁ ”.¬”„«‰ ¬—„«‰Ì ”Â«„-”;585;223355;38465186389;170887;169371;173500;2,613.00;1.53;172215;1,328.00;0.78;169371;175000;;;2;714;173600;173600;1213;8
›«”„Ì‰;ﬂ«·”Ì„Ì‰ù;7803;13767474;9.74003E+11;68730;69900;72160;3,430.00;4.99;70750;2,020.00;2.94;66800;72160;2364;29.93;39;33324;72160;72160;12233;30
œ Ê“Ì⁄; Ê“Ì⁄ œ«—Ê ÅŒ‘;1749;1214772;1.07461E+11;92818;88310;88178;-4,640.00;-5.00;88461;-4,357.00;-4.69;88178;91000;1719;51.46;7;1445;88178;88178;1060696;591
›»«Â‰—;„”ù ‘ÂÌœ»«Â‰—;4299;4875070;4.06051E+11;79470;83440;83440;3,970.00;5.00;83290;3,820.00;4.81;78910;83440;2999;27.77;50;1442715;83440;83440;4257;7
«⁄ „«œ;’‰œÊﬁ ”.«⁄ „«œ ¬›—Ì‰ Å«—”Ì«‰-œ;575;19112220;6.05736E+11;31683;31692;31694;11.00;0.03;31694;11.00;0.03;31691;31715;;;9;503410;31694;31694;2000;1
Ê·«‰«;‘—ﬂ  ·Ì“Ì‰ê ¬—Ì« œ«‰«;1177;2265208;58930677720;25976;25752;26130;154.00;0.59;26016;40.00;0.15;25230;26700;539;48.27;1;400;26150;26200;2262;4
÷”«‰7073;«Œ Ì«—Œ Å«—”«‰-56000-99/07/15;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;10;10;0;0;0
÷ —«8038;«Œ Ì«—Œ ‘ —«‰-23830-1399/08/11;0;0;0;28800;11000;30000;1,200.00;4.17;28800;0;0;0;0;;;1;1;22000;32000;5;1
÷”«‰7065;«Œ Ì«—Œ Å«—”«‰-32000-99/07/15;0;0;0;1;0;1;0;0;1;0;0;0;0;;;1;10;1000;0;0;0
÷„·Ì8080;«Œ Ì«—Œ ›„·Ì-35750-1399/08/06;0;0;0;10495;0;10480;-15.00;-0.14;10495;0;0;0;0;;;1;2;7500;0;0;0
ﬁÅÌ—«;›—¬Ê—œÂùÂ«Ìù€œ«ÌÌùÊﬁ‰œÅÌ—«‰‘Â—;239;110324;9694669600;88870;91850;90500;1,630.00;1.83;88680;-190.00;-0.21;87010;91850;2119;41.85;1;100;90500;90500;1100;2
Àﬁ“ÊÌÕ;Õ.‘—ﬂ  ⁄„—«‰ Ê ”«“‰œêÌ ﬁ“ÊÌ‰;18;126175;1974161968;15511;15600;15511;0;0;15646;135.00;0.87;15511;16150;;;1;500;15500;15511;886788;1
—„Å‰«;ê—ÊÂ „Å‰« (”Â«„Ì ⁄«„);11476;44727623;1.99058E+12;46240;43930;44650;-1,590.00;-3.44;44500;-1,740.00;-3.76;43930;46000;426;104.46;33;114586;44650;44650;161436;36
“‰ê«‰;’‰⁄  —ÊÌ “‰ê«‰;1636;1208340;2.29487E+11;188496;197920;182990;-5,506.00;-2.92;189919;1,423.00;0.75;179072;197920;538;353.01;11;11502;183900;183900;6353;11
ﬂÂ„œ«;‘Ì‘Âù Â„œ«‰ù;3992;6246708;2.48276E+11;39920;39920;38560;-1,360.00;-3.41;39750;-170.00;-0.43;38020;40300;1102;36.07;12;107137;39800;39800;226479;57
«Œ“«704;«”‰«œŒ“«‰Â-„4»ÊœÃÂ97-991022;7;1213;1139489917;939991;939000;940999;1,008.00;0.11;939398;-593.00;-0.06;939000;940999;;;1;1118;939300;940999;496;1
”Œ“—;”Ì„«‰ù Œ“—;2360;4351170;2.04298E+11;48620;50980;46190;-2,430.00;-5.00;46950;-1,670.00;-3.43;46190;50980;813;57.75;11;8652;46190;46190;92581;30
÷›«—8026;«Œ Ì«—Œ ›«—”-12000-1399/08/06;0;0;0;4000;0;4000;0;0;4000;0;0;0;0;;;1;1;4010;0;0;0
«Œ“«811;«”‰«œŒ“«‰Â-„11»ÊœÃÂ98-001013;66;128099;1.00258E+11;777517;780000;785000;7,483.00;0.96;782660;5,143.00;0.66;778111;786000;;;1;8000;778800;785000;200;1
ﬂ«—Ì”2;’‰œÊﬁ ”.”ÅÂ— ﬂ«—Ì“„«-”;3;300000;300000;234551;1;1;-234,550.00;-100.00;1;-234,550.00;-100.00;1;1;;;0;0;0;0;0;0
œ«—Ê;ﬂ«—Œ«‰Ã« ùœ«—ÊÅŒ‘ù;1260;745790;50674002790;68560;70500;66210;-2,350.00;-3.43;67970;-590.00;-0.86;65400;70500;3194;21.28;10;3646;66220;66220;2976;5
’«ÌÅ«998;’ﬂÊﬂ „—«»ÕÂ ”«ÌÅ«998-3„«ÂÂ 18%;2;45;44772750;1004900;994950;994950;-9,950.00;-0.99;994950;-9,950.00;-0.99;994950;994950;;;1;8847;994950;1004900;8964;2
Ê Ê”; Ê”⁄Âù‘Â—Ìù Ê”ùê” —;3764;19159506;5.63533E+11;28030;29430;29430;1,400.00;4.99;29410;1,380.00;4.92;28500;29430;275;106.95;1893;8591151;29430;29430;1925;3
’‰ÊÌ‰;’‰œÊﬁ ”—„«ÌÂùê–«—Ì ’‰ÊÌ‰-„Œ ·ÿ;441;114611;13982551770;123820;123800;121700;-2,120.00;-1.71;122000;-1,820.00;-1.47;121560;124000;;;2;280;121700;121700;6600;1
«Œ“«818;«”‰«œŒ“«‰Â-„18»ÊœÃÂ98-010614;75;91951;64155677110;692916;693100;705999;13,083.00;1.89;697716;4,800.00;0.69;691025;705999;;;1;15054;701005;706900;300;1
÷ —«8027;«Œ Ì«—Œ ‘ —«‰-10830-1399/08/11;0;0;0;38000;0;38000;0;0;38000;0;0;0;0;;;0;0;0;42000;1;1
÷ŒÊœ7056;«Œ Ì«—Œ ŒÊœ—Ê-3800-1399/07/09;0;0;0;4000;0;4000;0;0;4000;0;0;0;0;;;1;2;2220;3999;1;1
 ”Â9901;«„ Ì«“  ”ÂÌ·«  „”ﬂ‰ ›—Ê—œÌ‰99;288;1982;1323322556;702351;667333;670000;-32,351.00;-4.61;667670;-34,681.00;-4.94;667234;670000;;;0;0;0;737468;2;1
›Å‰ «;”Å‰ «;52;15437;4255672160;262560;275680;275680;13,120.00;5.00;263600;1,040.00;0.40;275680;275680;4487;58.75;112;91365;275680;275680;4;1
‘»’Ì—; Ê·Ìœ«  Å —Ê‘Ì„Ì ﬁ«∆œ »’Ì—;3333;1937692;3.68646E+11;182109;191214;186121;4,012.00;2.20;190250;8,141.00;4.47;186000;191214;3555;53.52;3;1730;190690;190690;4243;11
÷„·Ì8085;«Œ Ì«—Œ ›„·Ì-51750-1399/08/06;62;333;1329686000;6600;3000;4000;-2,600.00;-39.39;3993;-2,607.00;-39.50;3000;4210;;;1;1;3059;5000;10;1
÷„·Ì8057;«Œ Ì«—Œ ›„·Ì -7250-1399/08/06;0;0;0;29905;0;29905;0;0;29905;0;0;0;0;;;0;0;0;45000;1;1
÷‘‰«7054;«Œ Ì«—Œ ‘Å‰«-6100-1399/07/28;2;3;120000000;29193;40000;40000;10,807.00;37.02;40000;10,807.00;37.02;40000;40000;;;1;1;34000;42500;20;1
÷„·Ì8079;«Œ Ì«—Œ ›„·Ì-33750-1399/08/06;6;420;2940000000;1;7000;7000;6,999.00;699,900.00;7000;6,999.00;699,900.00;7000;7000;;;0;0;0;0;0;0
À«Œ Õ;Õ . »Ì‰ù«·„··Ìù Ê”⁄Âù”«Œ „«‰;9772;68968278;5.08635E+11;7750;7790;7210;-540.00;-6.97;7370;-380.00;-4.90;7040;8080;;;16;196100;7220;7220;148615;71
’ŒÊœ0012;’ „—«»ÕÂ ŒÊœ—Ê0012- 3„«ÂÂ 18%;2;19;19831250;1043750;1043750;1043750;0;0;1043750;0;0;1043750;1043750;;;1;1400;1040000;1043750;34;3
«›«œ84;„‰›⁄  œÊ· 8-‘.Œ«’ ”«Ì—0205;0;0;0;840000;0;840000;0;0;840000;0;0;0;0;;;1;500;840000;0;0;0
À»«€;‘Â— ”«“Ì Ê Œ«‰Â ”«“Ì »«€„Ì‘Â;776;5380930;1.20626E+11;21384;22450;22453;1,069.00;5.00;22417;1,033.00;4.83;21800;22453;273;82.11;315;2757983;22453;22453;672;3
—«›“«;—«Ì«‰ Â„ «›“«;17414;100457;2763572070;26200;27510;27510;1,310.00;5.00;26269;69.00;0.26;27510;27510;2409;10.9;7688;15924594;27510;0;0;0
Å«— «;„Ã „⁄ù’‰⁄ Ìù¬— «ÊÌ·ù «Ì—;157;489241;33659780800;66797;68800;68800;2,003.00;3.00;68800;2,003.00;3.00;68800;68800;2270;30.31;207;360407;68800;0;0;0
÷‘‰«7064;«Œ Ì«—Œ ‘Å‰«-12600-1399/07/28;0;0;0;38000;0;38000;0;0;38000;0;0;0;0;;;1;20;3000;37990;1;1
«ÿ·”2;’‰œÊﬁ ”. Ê”⁄Â «‰œÊŒ Â ¬Ì‰œÂ-”;12;120000;120000;225801;1;1;-225,800.00;-100.00;1;-225,800.00;-100.00;1;1;186;0.01;0;0;0;0;0;0
ﬂ«—Ì”;’‰œÊﬁ ”.”ÅÂ— ﬂ«—Ì“„«-”;1231;566425;1.32883E+11;234551;233900;234501;-50.00;-0.02;234600;49.00;0.02;230004;236000;;;2;576;234501;234501;4911;7
œÌ—«‰;«Ì—«‰ùœ«—Ê;5250;8431218;3.04241E+11;37830;37400;36010;-1,820.00;-4.81;36090;-1,740.00;-4.60;35940;37400;706;51.12;26;15062;36000;36000;20310;14
÷ —«8028;«Œ Ì«—Œ ‘ —«‰-11830-1399/08/11;0;0;0;35880;0;34300;-1,580.00;-4.40;35880;0;0;0;0;;;0;0;0;39999;5;1
„’›Â«012;„‘«—ﬂ  ‘ «’›Â«‰012-3„«ÂÂ20%;0;0;0;1000000;0;1000000;0;0;1000000;0;0;0;0;;;2;15000;995000;0;0;0
Å —Ê·;ê—ÊÂ Å —Ê‘Ì„Ì ”. «Ì—«‰Ì«‰;96220;406917111;8.19319E+12;20370;19780;19770;-600.00;-2.95;20130;-240.00;-1.18;19360;21380;515;39.09;1109;2454564;19750;19750;1419501;235
÷ÅÌﬂ7027;«Œ Ì«—Œ  «ÅÌﬂÊ-15000-99/07/20;0;0;0;5800;0;5800;0;0;5800;0;0;0;0;;;2;2;7000;0;0;0
 „·Ì701; ”ÂÌ·«  „”ﬂ‰ ». „·Ì-›—Ê—œÌ‰97;0;0;0;183425;0;183425;0;0;183425;0;0;0;0;;;0;0;0;174254;44;1
»‘Â«»;·«„Åù  Å«—”ù ‘Â«»ù;676;363949;27945444990;80080;77500;76120;-3,960.00;-4.95;78050;-2,030.00;-2.53;76080;80000;1231;63.4;2;180;76120;76120;122;1
„êç”«104;„‘«—ﬂ  êç”«—«‰- 3 „«ÂÂ 18%;0;0;0;961000;0;961000;0;0;961000;0;0;0;0;;;1;1000;960000;0;0;0
«Ê«‰;„»Ì‰ Ê«‰ ﬂÌ‘;1797;1874787;1.39335E+11;77488;79900;73614;-3,874.00;-5.00;74320;-3,168.00;-4.09;73614;79900;818;90.86;4;1178;73614;73614;51362;24
«—Ê‰œ09;„‰›⁄  ’»« «—Ê‰œ ‰ÊÌ‰ 14001222;0;0;0;910500;0;910500;0;0;910500;0;0;0;0;;;1;3750;910000;0;0;0
÷Å«”7014;«Œ Ì«—Œ ÊÅ«—”-3800-1399/07/30;34;993;1755619000;1348;1650;1850;502.00;37.24;1768;420.00;31.16;1500;2030;;;1;20;1450;2400;50;1
“⁄›9908Å16;“⁄›—«‰9908‰êÌ‰ »Ì—Ã‰œ(Å);66;20643;2099546645;97375;96301;103000;5,625.00;5.78;101707;4,332.00;4.45;96301;103854;;;1;100;99800;102971;1000;1
»ﬂ«»;’‰«Ì⁄ùÃÊ‘ﬂ«»ùÌ“œ;309;143993;18781006990;124220;130430;130430;6,210.00;5.00;126400;2,180.00;1.75;130430;130430;2361;53.54;7;975;130430;130430;9670;2
÷ê·8062;«Œ Ì«—Œ ﬂê·-18100-1399/08/21;3;5;37200000;7367;7500;7600;233.00;3.16;7440;73.00;0.99;7000;7600;;;1;2;7000;11000;1;1
«·»—“;»Ì„Â «·»—“;5726;48767041;1.10498E+12;21590;22660;22660;1,070.00;4.96;22660;1,070.00;4.96;22500;22660;458;49.48;72;3433750;22660;22660;10530;15
Å” 9908-02;Å” Â ›‰œﬁÌ32-30ÿ·«”»““—‰œ9908;46;4373;4661561127;1041464;1040000;1040001;-1,463.00;-0.14;1065987;24,523.00;2.35;1040000;1093536;;;1;13;1040001;1070000;362;1
Œ Êﬁ«;ﬁÿ⁄« ù « Ê„»Ì·ù «Ì—«‰ù;32396;165767417;1.37097E+12;8610;8200;8180;-430.00;-4.99;8270;-340.00;-3.95;8180;8890;54;153.15;147;453837;8180;8180;622609;147
ê‘«‰; Ê”⁄Â »Ì‰ «·„··Ì ÅœÌœÂ ‘«‰œÌ“;893;762483;2.17443E+11;274209;285177;285177;10,968.00;4.00;285177;10,968.00;4.00;285177;285177;10432;27.34;2441;2785557;285177;285177;1006;14
’«ÌÅ«203;’ﬂÊﬂ „—«»ÕÂ ”«ÌÅ«203-3„«ÂÂ 16%;11;89;85251977;954015;968000;950000;-4,015.00;-0.42;957887;3,872.00;0.41;950000;968000;;;1;50;950000;967000;20;2
œÅ«—”;Å«—”ù œ«—Ê;633;312277;35854733660;119060;115000;113730;-5,330.00;-4.48;116090;-2,970.00;-2.49;113500;119000;6572;17.66;1;300;113730;113730;2904;3
Â—„“;›Ê·«œ Â—„“ê«‰ Ã‰Ê»;8099;31650545;4.29108E+11;14224;13520;13513;-711.00;-5.00;13558;-666.00;-4.68;13513;13900;635;21.35;35;42944;13513;13513;697185;117
÷Å‰«7037;«Œ Ì«—Œ —„Å‰«-34000-1399/07/13;0;0;0;28500;0;28500;0;0;28500;0;0;0;0;;;1;1;13250;29500;3;1
Å«—‰œ;’‰œÊﬁ ”. Å«—‰œ Å«Ìœ«— ”ÅÂ—;1010;38630496;4.53494E+11;11750;11760;11740;-10.00;-0.09;11740;-10.00;-0.09;10760;11780;;;2;6000;11730;11730;3941;1
‘Œ«—ﬂ;Å —Ê‘Ì„Ìù Œ«—ﬂù;3067;3381545;1.68566E+11;50830;50600;49530;-1,300.00;-2.56;49850;-980.00;-1.93;49000;50600;3148;15.84;13;6823;49530;49530;26464;17
»êÌ·«‰; Ê”⁄Â „”Ì— »—ﬁ êÌ·«‰;9110;401511;10569375564;25071;26324;26324;1,253.00;5.00;25312;241.00;0.96;26324;26324;364;69.54;9999;41987374;26324;0;0;0
“ﬁÌ«„;ﬂ‘  Ê œ«„ ﬁÌ«„ «’›Â«‰;3192;5750278;3.02405E+11;50233;52744;52744;2,511.00;5.00;52590;2,357.00;4.69;51400;52744;955;55.07;173;182136;52744;52744;893;5
œ»«·ﬂ;„Ê«œ «Ê·ÌÂ œ«—ÊÌÌ «·»—“ »«·ﬂ;2969;6057238;1.99654E+11;31560;31500;32700;1,140.00;3.61;32961;1,401.00;4.44;31000;33138;437;75.43;13;39907;32800;32800;11420;6
ﬂ„‰œ2;’‰œÊﬁ ”. »« œ—¬„œ À«»  ﬂ„‰œ;5;75000000;75000000;10230;1;1;-10,229.00;-99.99;1;-10,229.00;-99.99;1;1;;;0;0;0;0;0;0
€»Â«—;ﬂ‘  Ê’‰⁄  »Â«—«‰ ê·»Â«— Œ—«”«‰;2273;4799316;1.75086E+11;36948;38056;35850;-1,098.00;-2.97;36481;-467.00;-1.26;35840;38056;654;55.78;11;7516;35840;35840;11287;8
À—Ê „;’‰œÊﬁ ”. À—Ê  ¬›—Ì‰ Å«—”Ì«‰-„;234;96700;10784070800;110974;109015;111500;526.00;0.47;111521;547.00;0.49;109015;112485;;;6;8940;111500;111500;300;2
Ê·’‰„;·Ì“Ì‰êù’‰⁄ ùÊ„⁄œ‰ù;5810;18827280;3.20101E+11;17700;18400;16820;-880.00;-4.97;17000;-700.00;-3.95;16820;18400;1321;12.87;16;10326;16820;16820;178957;43
”Å;Å—œ«Œ  «·ﬂ —Ê‰Ìﬂ ”«„«‰ ﬂÌ‘;5163;6279149;2.4804E+11;41460;39690;39390;-2,070.00;-4.99;39500;-1,960.00;-4.73;39390;41230;991;39.86;23;15614;39390;39390;27705;24
«Œ“«718;«”‰«œŒ“«‰Â-„18»ÊœÃÂ97-000525;9;37542;31676676929;838064;857999;833464;-4,600.00;-0.55;843766;5,702.00;0.68;833161;857999;;;1;19044;830886;845000;241;1
‘Å —Ê;Å —Ê‘Ì„Ì ¬»«œ«‰;909;5414220;58495232880;10490;10804;10804;314.00;2.99;10804;314.00;2.99;10804;10804;-139;-77.73;1423;9276365;10804;10804;291760;17
